scene_num,gloss_cat,specular_magnitude,specular_concentration,bump_height,albedo_r,albedo_g,albedo_b,camera_x,camera_z,rot_camera,skybox
scene001464,0,0.273,0.301,063.55,0.388,0.355,0.479,04.53,002.1,024.1,GareoultWhiteBalanced (UnityEngine.Material)
scene001465,0,0.264,0.375,039.95,0.653,0.411,0.478,-03.47,-002.2,175.4,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene001466,0,0.121,0.387,061.05,0.695,0.359,0.315,-01.86,005.4,129.8,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene001467,1,0.427,0.884,049.64,0.541,0.510,0.428,-05.91,-006.2,-014.2,GareoultWhiteBalanced (UnityEngine.Material)
scene001468,0,0.109,0.385,066.54,0.542,0.582,0.600,-07.09,-004.5,176.7,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene001469,1,0.464,0.926,089.92,0.536,0.478,0.422,-06.86,-001.3,-035.6,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene001470,0,0.188,0.254,080.18,0.475,0.418,0.457,06.74,-000.7,156.3,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene001471,1,0.412,0.852,051.17,0.451,0.528,0.561,-03.84,-004.7,117.9,MuirWoodWhiteBalanced (UnityEngine.Material)
scene001472,1,0.375,0.880,018.55,0.389,0.530,0.528,05.09,006.1,048.1,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene001473,1,0.327,0.840,008.89,0.383,0.553,0.491,04.25,000.7,012.7,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene001474,1,0.488,0.819,028.91,0.663,0.372,0.685,02.63,-009.2,-077.9,UniteWhiteBalanced (UnityEngine.Material)
scene001475,0,0.168,0.294,011.45,0.600,0.496,0.474,-08.72,-009.4,096.1,GareoultWhiteBalanced (UnityEngine.Material)
scene001476,1,0.317,0.848,007.26,0.433,0.432,0.545,-08.92,009.7,-150.2,UniteWhiteBalanced (UnityEngine.Material)
scene001477,0,0.144,0.335,035.15,0.320,0.345,0.590,03.79,003.5,093.6,UniteWhiteBalanced (UnityEngine.Material)
scene001478,0,0.212,0.400,066.79,0.341,0.487,0.624,01.48,-003.8,-065.7,UniteWhiteBalanced (UnityEngine.Material)
scene001479,1,0.383,0.949,089.31,0.644,0.347,0.503,-02.97,003.4,050.0,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene001480,1,0.468,0.835,045.86,0.445,0.593,0.556,08.46,-003.6,-013.4,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene001481,0,0.240,0.398,018.82,0.387,0.326,0.662,09.11,-000.5,-170.2,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene001482,1,0.393,0.812,066.03,0.663,0.387,0.398,-06.30,001.7,012.8,MuirWoodWhiteBalanced (UnityEngine.Material)
scene001483,1,0.314,0.877,023.38,0.522,0.591,0.338,05.41,-009.0,085.2,UniteWhiteBalanced (UnityEngine.Material)
scene001484,0,0.137,0.207,016.24,0.376,0.542,0.345,-03.30,001.9,005.3,UniteWhiteBalanced (UnityEngine.Material)
scene001485,0,0.204,0.300,005.10,0.478,0.591,0.516,09.28,-009.4,072.5,UniteWhiteBalanced (UnityEngine.Material)
scene001486,0,0.100,0.326,037.62,0.548,0.663,0.500,-05.83,005.8,-036.7,GareoultWhiteBalanced (UnityEngine.Material)
scene001487,0,0.216,0.334,062.85,0.624,0.433,0.360,05.25,-005.8,123.5,UniteWhiteBalanced (UnityEngine.Material)
scene001488,0,0.125,0.245,086.91,0.678,0.563,0.594,07.28,-003.4,-066.0,UniteWhiteBalanced (UnityEngine.Material)
scene001489,0,0.148,0.214,029.00,0.651,0.486,0.530,08.83,004.9,087.2,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene001490,1,0.357,0.946,048.17,0.687,0.592,0.566,06.91,-005.6,159.3,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene001491,1,0.390,0.907,080.40,0.456,0.361,0.323,-08.41,001.1,-072.5,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene001492,1,0.459,0.854,091.55,0.540,0.610,0.624,03.13,-008.6,093.5,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene001493,0,0.150,0.222,009.59,0.359,0.440,0.422,02.61,-003.0,-147.6,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene001494,0,0.132,0.393,011.64,0.514,0.473,0.647,-08.96,-001.8,013.7,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene001495,0,0.222,0.203,081.06,0.398,0.694,0.650,-09.92,-002.1,135.9,UniteWhiteBalanced (UnityEngine.Material)
scene001496,1,0.397,0.846,058.61,0.462,0.593,0.543,-00.48,-002.4,166.3,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene001497,1,0.350,0.753,059.84,0.373,0.442,0.330,-02.54,-006.2,-159.2,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene001498,1,0.451,0.823,052.98,0.561,0.401,0.492,-08.95,-007.5,060.4,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene001499,1,0.321,0.789,019.85,0.437,0.527,0.648,02.98,-002.3,-014.4,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene001500,1,0.310,0.880,064.21,0.391,0.486,0.590,06.03,008.0,148.6,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene001501,1,0.391,0.912,063.90,0.322,0.430,0.434,-04.24,-008.9,-029.1,MuirWoodWhiteBalanced (UnityEngine.Material)
scene001502,1,0.484,0.833,026.43,0.497,0.693,0.486,-04.44,-000.9,175.3,MuirWoodWhiteBalanced (UnityEngine.Material)
scene001503,0,0.170,0.345,050.36,0.537,0.569,0.523,-09.88,-001.2,-084.9,GareoultWhiteBalanced (UnityEngine.Material)
scene001504,1,0.365,0.914,024.47,0.355,0.331,0.342,01.00,006.7,159.3,GareoultWhiteBalanced (UnityEngine.Material)
scene001505,1,0.347,0.922,045.74,0.588,0.638,0.516,06.58,002.5,051.4,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene001506,1,0.413,0.821,069.97,0.584,0.515,0.475,-04.32,005.1,-161.4,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene001507,0,0.270,0.302,011.47,0.395,0.496,0.576,01.08,001.9,131.2,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene001508,0,0.125,0.236,032.11,0.559,0.478,0.395,-04.20,005.6,105.7,GareoultWhiteBalanced (UnityEngine.Material)
scene001509,0,0.181,0.391,092.76,0.467,0.318,0.537,-02.82,008.3,-145.5,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene001510,0,0.101,0.216,007.33,0.613,0.325,0.654,-00.45,-009.3,-065.1,UniteWhiteBalanced (UnityEngine.Material)
scene001511,0,0.117,0.234,057.60,0.396,0.664,0.387,05.16,-004.7,002.7,UniteWhiteBalanced (UnityEngine.Material)
scene001512,1,0.425,0.795,067.66,0.358,0.453,0.305,02.92,-000.2,051.0,MuirWoodWhiteBalanced (UnityEngine.Material)
scene001513,0,0.252,0.335,090.57,0.622,0.545,0.364,04.21,003.1,-106.3,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene001514,1,0.364,0.831,080.64,0.536,0.535,0.640,01.14,-009.6,096.6,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene001515,1,0.387,0.880,041.26,0.377,0.398,0.677,06.30,005.2,074.0,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene001516,1,0.378,0.767,069.74,0.563,0.482,0.432,04.73,005.0,-076.4,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene001517,0,0.292,0.397,076.43,0.563,0.503,0.686,07.58,007.1,083.9,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene001518,1,0.419,0.762,013.52,0.659,0.399,0.597,06.65,-009.8,-073.4,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene001519,1,0.377,0.838,060.96,0.603,0.505,0.523,06.80,002.0,-145.3,GareoultWhiteBalanced (UnityEngine.Material)
scene001520,0,0.181,0.257,077.98,0.382,0.612,0.448,-09.15,-009.6,-173.6,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene001521,1,0.349,0.838,032.04,0.358,0.548,0.453,00.05,005.6,032.5,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene001522,1,0.471,0.790,020.94,0.450,0.422,0.395,-07.05,-007.9,-087.2,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene001523,0,0.257,0.393,054.21,0.545,0.323,0.614,08.40,-006.1,-158.4,UniteWhiteBalanced (UnityEngine.Material)
scene001524,1,0.418,0.750,021.75,0.399,0.623,0.312,-03.19,005.6,169.8,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene001525,1,0.431,0.852,019.63,0.652,0.534,0.369,-03.95,005.9,164.1,GareoultWhiteBalanced (UnityEngine.Material)
scene001526,0,0.133,0.309,061.69,0.660,0.384,0.561,03.03,001.0,-138.4,GareoultWhiteBalanced (UnityEngine.Material)
scene001527,1,0.433,0.887,081.95,0.411,0.416,0.466,01.43,004.1,-032.0,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene001528,1,0.348,0.922,016.53,0.443,0.352,0.691,02.52,-002.5,-133.3,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene001529,0,0.289,0.394,046.22,0.648,0.515,0.429,06.75,-009.4,130.5,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene001530,0,0.172,0.357,088.71,0.479,0.312,0.442,02.76,008.5,-166.0,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene001531,1,0.411,0.820,015.37,0.506,0.680,0.493,00.86,-002.9,034.4,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene001532,0,0.256,0.228,006.77,0.525,0.329,0.641,08.89,-009.9,-156.8,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene001533,0,0.275,0.304,019.06,0.685,0.555,0.650,-09.31,-004.5,-010.2,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene001534,0,0.291,0.315,099.99,0.462,0.477,0.552,05.02,-001.1,-172.0,MuirWoodWhiteBalanced (UnityEngine.Material)
scene001535,0,0.119,0.252,013.72,0.412,0.626,0.593,06.71,-002.8,008.5,UniteWhiteBalanced (UnityEngine.Material)
scene001536,1,0.394,0.837,025.50,0.403,0.551,0.660,08.23,-007.4,013.5,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene001537,0,0.107,0.205,039.56,0.400,0.677,0.313,-00.48,003.7,-121.4,UniteWhiteBalanced (UnityEngine.Material)
scene001538,0,0.108,0.306,066.11,0.553,0.627,0.318,07.96,-002.7,-072.5,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene001539,0,0.219,0.330,047.85,0.636,0.345,0.338,03.81,-005.0,159.7,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene001540,1,0.335,0.831,034.14,0.606,0.640,0.665,03.43,008.4,-051.8,UniteWhiteBalanced (UnityEngine.Material)
scene001541,0,0.160,0.312,078.28,0.309,0.646,0.378,02.21,009.2,-045.5,GareoultWhiteBalanced (UnityEngine.Material)
scene001542,0,0.201,0.266,096.25,0.476,0.697,0.426,-03.95,-003.5,046.2,UniteWhiteBalanced (UnityEngine.Material)
scene001543,0,0.249,0.314,033.47,0.440,0.644,0.351,09.74,007.0,-004.1,UniteWhiteBalanced (UnityEngine.Material)
scene001544,0,0.249,0.310,074.81,0.694,0.427,0.306,01.63,-000.3,-123.1,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene001545,0,0.197,0.254,049.98,0.312,0.303,0.499,-03.29,-008.6,124.7,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene001546,0,0.105,0.247,069.10,0.409,0.419,0.598,05.10,007.8,-074.1,GareoultWhiteBalanced (UnityEngine.Material)
scene001547,1,0.381,0.888,093.07,0.484,0.595,0.555,-02.80,-006.7,051.1,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene001548,0,0.106,0.369,009.93,0.568,0.411,0.488,-08.48,-000.2,-019.3,MuirWoodWhiteBalanced (UnityEngine.Material)
scene001549,0,0.137,0.316,096.22,0.360,0.336,0.344,04.64,-004.2,-135.1,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene001550,1,0.408,0.837,060.06,0.640,0.421,0.667,-08.92,001.4,040.0,GareoultWhiteBalanced (UnityEngine.Material)
scene001551,1,0.310,0.909,024.26,0.483,0.364,0.371,01.69,003.0,089.1,UniteWhiteBalanced (UnityEngine.Material)
scene001552,0,0.247,0.247,093.23,0.519,0.446,0.532,-00.38,-005.7,091.0,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene001553,0,0.215,0.329,084.71,0.445,0.548,0.466,-01.78,001.6,-085.4,UniteWhiteBalanced (UnityEngine.Material)
scene001554,0,0.240,0.253,043.58,0.356,0.614,0.308,-03.53,-001.2,023.6,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene001555,1,0.487,0.918,067.29,0.393,0.384,0.424,-08.19,005.9,-064.2,MuirWoodWhiteBalanced (UnityEngine.Material)
scene001556,1,0.321,0.899,003.91,0.395,0.394,0.418,-08.16,-000.7,-147.0,UniteWhiteBalanced (UnityEngine.Material)
scene001557,1,0.321,0.877,031.24,0.534,0.566,0.556,04.97,005.1,-052.8,UniteWhiteBalanced (UnityEngine.Material)
scene001558,1,0.360,0.834,082.03,0.535,0.582,0.356,-02.58,009.8,061.6,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene001559,1,0.444,0.927,039.12,0.444,0.360,0.418,-01.51,000.7,-068.5,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene001560,1,0.354,0.843,044.62,0.589,0.325,0.363,05.86,001.5,-058.8,UniteWhiteBalanced (UnityEngine.Material)
scene001561,1,0.406,0.930,083.25,0.521,0.561,0.363,-02.89,004.3,-150.9,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene001562,0,0.213,0.284,014.52,0.309,0.412,0.570,-04.49,004.1,-128.7,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene001563,1,0.446,0.758,097.06,0.373,0.459,0.448,02.43,-003.1,-044.9,MuirWoodWhiteBalanced (UnityEngine.Material)
scene001564,0,0.207,0.314,056.68,0.520,0.305,0.351,04.23,-004.5,-055.3,MuirWoodWhiteBalanced (UnityEngine.Material)
scene001565,0,0.288,0.202,075.76,0.359,0.326,0.570,-04.50,003.7,165.3,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene001566,0,0.181,0.274,096.17,0.574,0.660,0.441,02.29,003.4,-004.6,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene001567,0,0.257,0.249,064.59,0.678,0.640,0.399,01.69,-005.3,-052.5,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene001568,1,0.422,0.823,015.28,0.593,0.641,0.346,02.42,001.7,-169.8,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene001569,1,0.482,0.779,053.91,0.385,0.682,0.490,09.46,-003.3,-165.1,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene001570,1,0.396,0.804,024.29,0.549,0.365,0.391,-05.33,-007.7,099.6,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene001571,1,0.424,0.838,038.95,0.396,0.483,0.525,-07.31,-001.2,149.2,UniteWhiteBalanced (UnityEngine.Material)
scene001572,0,0.280,0.231,016.05,0.479,0.315,0.330,-09.77,001.0,-124.4,MuirWoodWhiteBalanced (UnityEngine.Material)
scene001573,1,0.303,0.939,039.94,0.429,0.453,0.562,09.21,002.8,010.2,GareoultWhiteBalanced (UnityEngine.Material)
scene001574,1,0.414,0.750,021.11,0.438,0.617,0.527,-09.99,005.1,049.5,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene001575,0,0.143,0.362,029.03,0.629,0.622,0.657,-07.10,-008.6,-062.1,GareoultWhiteBalanced (UnityEngine.Material)
scene001576,1,0.465,0.759,053.94,0.604,0.402,0.675,-00.42,-005.6,-053.1,UniteWhiteBalanced (UnityEngine.Material)
scene001577,1,0.346,0.849,063.88,0.568,0.468,0.327,04.25,010.0,-065.2,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene001578,1,0.369,0.929,037.47,0.583,0.426,0.602,07.82,-003.3,168.6,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene001579,0,0.288,0.324,047.60,0.322,0.505,0.395,-02.45,002.1,-058.9,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene001580,1,0.349,0.761,033.57,0.666,0.412,0.680,07.77,006.6,-126.0,MuirWoodWhiteBalanced (UnityEngine.Material)
scene001581,0,0.111,0.384,006.20,0.695,0.473,0.454,01.69,-004.3,122.3,GareoultWhiteBalanced (UnityEngine.Material)
scene001582,0,0.230,0.394,083.58,0.579,0.439,0.417,08.43,007.8,-021.8,UniteWhiteBalanced (UnityEngine.Material)
scene001583,0,0.180,0.264,094.68,0.496,0.398,0.609,-05.27,002.1,121.4,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene001584,0,0.243,0.233,044.31,0.581,0.309,0.674,09.66,002.7,-027.7,UniteWhiteBalanced (UnityEngine.Material)
scene001585,0,0.278,0.326,046.84,0.393,0.312,0.433,02.26,005.7,165.0,MuirWoodWhiteBalanced (UnityEngine.Material)
scene001586,0,0.249,0.208,042.27,0.504,0.670,0.418,07.14,009.0,076.6,UniteWhiteBalanced (UnityEngine.Material)
scene001587,1,0.445,0.884,091.37,0.407,0.439,0.505,-09.39,001.7,060.5,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene001588,0,0.174,0.363,070.99,0.529,0.672,0.479,-04.25,007.3,-045.1,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene001589,0,0.274,0.336,071.81,0.598,0.550,0.477,07.19,-005.0,-129.1,MuirWoodWhiteBalanced (UnityEngine.Material)
scene001590,1,0.326,0.911,081.86,0.311,0.339,0.350,00.04,-006.4,-054.9,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene001591,0,0.279,0.387,056.90,0.615,0.383,0.614,-00.69,002.1,056.5,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene001592,0,0.286,0.304,022.18,0.545,0.651,0.392,-00.33,-001.4,-172.1,UniteWhiteBalanced (UnityEngine.Material)
scene001593,1,0.385,0.922,049.47,0.312,0.634,0.480,02.58,-006.9,-007.8,UniteWhiteBalanced (UnityEngine.Material)
scene001594,1,0.387,0.878,015.02,0.576,0.567,0.699,03.23,007.8,-013.7,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene001595,1,0.326,0.764,062.54,0.589,0.658,0.358,-03.12,-004.5,067.0,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene001596,1,0.433,0.854,073.93,0.513,0.567,0.322,-08.70,006.8,034.9,UniteWhiteBalanced (UnityEngine.Material)
scene001597,1,0.497,0.866,026.10,0.502,0.455,0.449,-01.09,001.1,-160.0,UniteWhiteBalanced (UnityEngine.Material)
scene001598,1,0.436,0.909,046.07,0.520,0.543,0.456,-05.46,-002.8,025.5,MuirWoodWhiteBalanced (UnityEngine.Material)
scene001599,0,0.143,0.291,056.15,0.484,0.456,0.309,01.80,001.2,-140.1,GareoultWhiteBalanced (UnityEngine.Material)
scene001600,1,0.319,0.868,057.04,0.467,0.460,0.607,07.05,008.5,131.6,GareoultWhiteBalanced (UnityEngine.Material)
scene001601,0,0.233,0.400,078.19,0.318,0.584,0.691,00.31,-004.8,172.6,GareoultWhiteBalanced (UnityEngine.Material)
scene001602,0,0.159,0.236,031.36,0.669,0.437,0.362,02.02,008.8,108.1,GareoultWhiteBalanced (UnityEngine.Material)
scene001603,1,0.482,0.888,034.16,0.317,0.348,0.440,01.68,008.7,-103.0,UniteWhiteBalanced (UnityEngine.Material)
scene001604,0,0.148,0.357,025.74,0.462,0.412,0.592,-03.30,001.5,-034.9,GareoultWhiteBalanced (UnityEngine.Material)
scene001605,1,0.347,0.789,081.14,0.576,0.468,0.354,-08.64,-009.3,097.8,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene001606,0,0.245,0.218,058.35,0.630,0.653,0.359,03.20,-005.4,-101.5,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene001607,0,0.212,0.315,088.51,0.471,0.509,0.589,-00.46,-004.2,-133.0,UniteWhiteBalanced (UnityEngine.Material)
scene001608,0,0.232,0.399,071.32,0.688,0.551,0.637,05.68,006.4,057.0,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene001609,0,0.287,0.393,004.91,0.364,0.515,0.484,-09.72,-006.1,-122.2,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene001610,0,0.173,0.330,036.83,0.599,0.333,0.672,-01.57,-000.6,109.1,GareoultWhiteBalanced (UnityEngine.Material)
scene001611,1,0.488,0.752,063.66,0.449,0.392,0.432,-01.92,009.7,032.2,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene001612,1,0.452,0.884,081.62,0.514,0.431,0.486,-07.65,008.3,087.4,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene001613,1,0.446,0.800,035.01,0.632,0.581,0.332,-06.90,-006.8,058.9,UniteWhiteBalanced (UnityEngine.Material)
scene001614,0,0.292,0.256,022.17,0.438,0.576,0.357,03.20,-005.7,069.5,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene001615,1,0.373,0.803,015.42,0.430,0.460,0.414,05.27,-000.8,175.3,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene001616,0,0.226,0.290,086.00,0.375,0.427,0.693,01.18,-000.3,-014.3,GareoultWhiteBalanced (UnityEngine.Material)
scene001617,1,0.472,0.836,097.09,0.463,0.396,0.627,04.20,007.0,-023.0,GareoultWhiteBalanced (UnityEngine.Material)
scene001618,0,0.235,0.351,052.64,0.509,0.439,0.421,00.97,002.9,147.4,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene001619,0,0.288,0.358,070.48,0.439,0.557,0.439,-02.55,-000.4,156.3,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene001620,1,0.318,0.783,013.21,0.436,0.583,0.305,02.39,007.0,-035.6,GareoultWhiteBalanced (UnityEngine.Material)
scene001621,1,0.359,0.908,005.11,0.476,0.590,0.516,-00.56,-005.6,-074.9,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene001622,0,0.267,0.299,010.83,0.640,0.684,0.661,08.17,-004.6,-178.6,MuirWoodWhiteBalanced (UnityEngine.Material)
scene001623,0,0.159,0.248,019.41,0.320,0.513,0.626,-06.49,004.8,167.9,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene001624,1,0.441,0.862,065.03,0.336,0.394,0.471,04.87,-007.9,-070.2,UniteWhiteBalanced (UnityEngine.Material)
scene001625,0,0.203,0.352,070.53,0.638,0.523,0.690,-00.36,007.5,-011.7,UniteWhiteBalanced (UnityEngine.Material)
scene001626,1,0.303,0.849,056.17,0.359,0.387,0.595,-08.93,-007.7,-032.1,GareoultWhiteBalanced (UnityEngine.Material)
scene001627,1,0.320,0.870,015.57,0.450,0.580,0.602,-08.19,001.5,030.8,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene001628,1,0.473,0.933,040.94,0.399,0.549,0.668,06.95,-000.2,052.8,GareoultWhiteBalanced (UnityEngine.Material)
scene001629,0,0.244,0.397,003.26,0.511,0.311,0.484,-07.93,-000.1,149.7,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene001630,0,0.265,0.304,056.18,0.593,0.326,0.379,-09.28,006.3,094.4,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene001631,1,0.463,0.800,046.85,0.354,0.581,0.325,-04.38,001.3,035.4,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene001632,0,0.240,0.336,041.03,0.318,0.632,0.311,03.95,003.7,115.7,UniteWhiteBalanced (UnityEngine.Material)
scene001633,0,0.281,0.229,051.27,0.359,0.681,0.307,-07.21,-007.3,092.0,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene001634,1,0.321,0.945,050.71,0.513,0.697,0.479,02.04,-006.9,104.0,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene001635,0,0.283,0.253,064.03,0.311,0.339,0.642,03.46,-003.6,-160.4,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene001636,0,0.170,0.339,095.07,0.694,0.363,0.552,-09.73,-002.8,-063.5,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene001637,0,0.225,0.291,099.53,0.698,0.402,0.627,09.28,-008.3,161.4,GareoultWhiteBalanced (UnityEngine.Material)
scene001638,1,0.361,0.820,059.99,0.409,0.661,0.597,-08.66,005.6,-136.5,MuirWoodWhiteBalanced (UnityEngine.Material)
scene001639,1,0.477,0.826,058.73,0.585,0.331,0.322,-02.59,-007.9,-067.8,UniteWhiteBalanced (UnityEngine.Material)
scene001640,0,0.212,0.390,036.88,0.475,0.367,0.557,09.52,005.2,-076.2,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene001641,1,0.424,0.765,095.04,0.469,0.380,0.610,09.97,000.3,117.4,MuirWoodWhiteBalanced (UnityEngine.Material)
scene001642,0,0.148,0.323,031.34,0.694,0.499,0.345,-01.12,005.0,-143.7,UniteWhiteBalanced (UnityEngine.Material)
scene001643,1,0.413,0.811,074.06,0.394,0.472,0.364,-06.61,-006.7,-084.4,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene001644,1,0.342,0.777,089.05,0.311,0.418,0.308,05.89,-009.7,075.0,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene001645,0,0.269,0.324,019.25,0.569,0.699,0.451,-01.41,-000.5,-108.5,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
